Time,uri,source,outer,mission,mission_name,shutter,human,human_fresh,human_stable,human_hold_s,human_confidence_pct,human_direction,human_max_temp_c,human_thermistor_c,flow_timestamp_ms,delta_x,delta_y,height_m,vel_x_mps,vel_y_mps,cmd_x_mps,cmd_y_mps,front_mm,left_mm,right_mm,back_mm,up_mm,vbat_v
2026-04-07T11:12:36.192,radio://0/80/2M,mission,0,0,Reacquire Wall,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.008955497294664383,0.0,0.0,0.0,0.0,32766,32766,32766,32766,32766,0.0
2026-04-07T11:12:36.194,radio://0/80/2M,flow,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,6245,0,0,0.008955497294664383,0.25358423590660095,0.4023151397705078,0.0,0.0,32766,32766,32766,32766,32766,0.0
2026-04-07T11:12:36.195,radio://0/80/2M,range,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,6245,0,0,0.008955497294664383,0.25358423590660095,0.4023151397705078,0.0,0.0,32766,32766,215,220,2933,4.032844543457031
2026-04-07T11:12:36.441,radio://0/80/2M,mission,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,6245,0,0,0.010581661947071552,0.25358423590660095,0.4023151397705078,0.0,0.0,32766,32766,215,220,2933,4.032844543457031
2026-04-07T11:12:36.444,radio://0/80/2M,flow,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,6495,0,0,0.010581661947071552,0.2806384563446045,0.44558948278427124,0.0,0.0,32766,32766,215,220,2933,4.032844543457031
2026-04-07T11:12:36.445,radio://0/80/2M,range,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,6495,0,0,0.010581661947071552,0.2806384563446045,0.44558948278427124,0.0,0.0,32766,32766,208,221,2933,4.032844543457031
2026-04-07T11:12:36.691,radio://0/80/2M,mission,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,6495,0,0,0.012470300309360027,0.2806384563446045,0.44558948278427124,0.0,0.0,32766,32766,208,221,2933,4.032844543457031
2026-04-07T11:12:36.694,radio://0/80/2M,flow,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,6745,0,0,0.012470300309360027,0.3085063099861145,0.488396555185318,0.0,0.0,32766,32766,208,221,2933,4.032844543457031
2026-04-07T11:12:36.695,radio://0/80/2M,range,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,6745,0,0,0.012470300309360027,0.3085063099861145,0.488396555185318,0.0,0.0,32766,32766,213,220,2925,4.032844543457031
2026-04-07T11:12:36.942,radio://0/80/2M,mission,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,6745,0,0,0.014676482416689396,0.3085063099861145,0.488396555185318,0.0,0.0,32766,32766,213,220,2925,4.032844543457031
