Time,uri,source,outer,mission,mission_name,height_m,human,human_fresh,human_stable,human_hold_s,human_confidence_pct,human_direction,human_max_temp_c,human_thermistor_c,flow_timestamp_ms,delta_x,delta_y,shutter,vel_x_mps,vel_y_mps,cmd_x_mps,cmd_y_mps,front_mm,left_mm,right_mm,back_mm,up_mm,vbat_v
2026-04-07T10:37:21.995,radio://0/80/2M,mission,0,0,Reacquire Wall,0.0020025111734867096,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,32766,32766,32766,32766,32766,0.0
2026-04-07T10:37:21.998,radio://0/80/2M,flow,0,0,Reacquire Wall,0.0020025111734867096,0,0,0,0.0,0,0,0.0,0.0,8830,0,2,6554,0.0020220554433763027,0.002646166831254959,0.0,0.0,32766,32766,32766,32766,32766,0.0
2026-04-07T10:37:22.000,radio://0/80/2M,range,0,0,Reacquire Wall,0.0020025111734867096,0,0,0,0.0,0,0,0.0,0.0,8830,0,2,6554,0.0020220554433763027,0.002646166831254959,0.0,0.0,249,588,513,274,2931,4.069794654846191
2026-04-07T10:37:22.245,radio://0/80/2M,mission,0,0,Reacquire Wall,0.001960799563676119,0,0,0,0.0,0,0,0.0,0.0,8830,0,2,6554,0.0020220554433763027,0.002646166831254959,0.0,0.0,249,588,513,274,2931,4.069794654846191
2026-04-07T10:37:22.248,radio://0/80/2M,flow,0,0,Reacquire Wall,0.001960799563676119,0,0,0,0.0,0,0,0.0,0.0,9080,0,0,6378,0.0058282543905079365,0.001787299755960703,0.0,0.0,249,588,513,274,2931,4.069794654846191
2026-04-07T10:37:22.249,radio://0/80/2M,range,0,0,Reacquire Wall,0.001960799563676119,0,0,0,0.0,0,0,0.0,0.0,9080,0,0,6378,0.0058282543905079365,0.001787299755960703,0.0,0.0,250,586,515,274,2921,4.0750732421875
2026-04-07T10:37:22.495,radio://0/80/2M,mission,0,0,Reacquire Wall,0.0019611744210124016,0,0,0,0.0,0,0,0.0,0.0,9080,0,0,6378,0.0058282543905079365,0.001787299755960703,0.0,0.0,250,586,515,274,2921,4.0750732421875
2026-04-07T10:37:22.498,radio://0/80/2M,flow,0,0,Reacquire Wall,0.0019611744210124016,0,0,0,0.0,0,0,0.0,0.0,9330,0,3,6513,0.0008764537051320076,0.0013606402790173888,0.0,0.0,250,586,515,274,2921,4.0750732421875
2026-04-07T10:37:22.499,radio://0/80/2M,range,0,0,Reacquire Wall,0.0019611744210124016,0,0,0,0.0,0,0,0.0,0.0,9330,0,3,6513,0.0008764537051320076,0.0013606402790173888,0.0,0.0,248,588,514,274,2929,4.069794654846191
2026-04-07T10:37:22.745,radio://0/80/2M,mission,0,0,Reacquire Wall,0.0020783368963748217,0,0,0,0.0,0,0,0.0,0.0,9330,0,3,6513,0.0008764537051320076,0.0013606402790173888,0.0,0.0,248,588,514,274,2929,4.069794654846191
