Time,uri,source,outer,mission,mission_name,shutter,human,human_fresh,human_stable,human_hold_s,human_confidence_pct,human_direction,human_max_temp_c,human_thermistor_c,flow_timestamp_ms,delta_x,delta_y,height_m,vel_x_mps,vel_y_mps,cmd_x_mps,cmd_y_mps,front_mm,left_mm,right_mm,back_mm,up_mm,vbat_v
2026-04-07T11:40:31.112,radio://0/80/2M,mission,0,0,Reacquire Wall,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,32766,32766,32766,32766,32766,0.0
2026-04-07T11:40:31.115,radio://0/80/2M,flow,0,0,Reacquire Wall,6119,0,0,0,0.0,0,0,0.0,0.0,6019,-5,-4,0.0,0.0,0.0,0.0,0.0,32766,32766,32766,32766,32766,0.0
2026-04-07T11:40:31.116,radio://0/80/2M,range,0,0,Reacquire Wall,6119,0,0,0,0.0,0,0,0.0,0.0,6019,-5,-4,0.0,0.0,0.0,0.0,0.0,32766,2254,208,597,1942,3.8586511611938477
2026-04-07T11:40:31.362,radio://0/80/2M,mission,0,0,Reacquire Wall,6119,0,0,0,0.0,0,0,0.0,0.0,6019,-5,-4,0.0,0.0,0.0,0.0,0.0,32766,2254,208,597,1942,3.8586511611938477
2026-04-07T11:40:31.363,radio://0/80/2M,flow,0,0,Reacquire Wall,5043,0,0,0,0.0,0,0,0.0,0.0,6269,-3,-4,0.0,0.0,0.0,0.0,0.0,32766,2254,208,597,1942,3.8586511611938477
2026-04-07T11:40:31.365,radio://0/80/2M,range,0,0,Reacquire Wall,5043,0,0,0,0.0,0,0,0.0,0.0,6269,-3,-4,0.0,0.0,0.0,0.0,0.0,32766,2233,190,598,1944,3.8639297485351562
2026-04-07T11:40:31.611,radio://0/80/2M,mission,0,0,Reacquire Wall,5043,0,0,0,0.0,0,0,0.0,0.0,6269,-3,-4,0.0,0.0,0.0,0.0,0.0,32766,2233,190,598,1944,3.8639297485351562
2026-04-07T11:40:31.614,radio://0/80/2M,flow,0,0,Reacquire Wall,5043,0,0,0,0.0,0,0,0.0,0.0,6519,0,0,0.0,0.0,0.0,0.0,0.0,32766,2233,190,598,1944,3.8639297485351562
2026-04-07T11:40:31.615,radio://0/80/2M,range,0,0,Reacquire Wall,5043,0,0,0,0.0,0,0,0.0,0.0,6519,0,0,0.0,0.0,0.0,0.0,0.0,32766,2214,204,595,1929,3.8586511611938477
2026-04-07T11:40:31.862,radio://0/80/2M,mission,0,0,Reacquire Wall,5043,0,0,0,0.0,0,0,0.0,0.0,6519,0,0,0.0,0.0,0.0,0.0,0.0,32766,2214,204,595,1929,3.8586511611938477
2026-04-07T11:40:31.864,radio://0/80/2M,flow,0,0,Reacquire Wall,5043,0,0,0,0.0,0,0,0.0,0.0,6769,0,0,0.0,0.0,0.0,0.0,0.0,32766,2214,204,595,1929,3.8586511611938477
2026-04-07T11:40:31.865,radio://0/80/2M,range,0,0,Reacquire Wall,5043,0,0,0,0.0,0,0,0.0,0.0,6769,0,0,0.0,0.0,0.0,0.0,0.0,32766,2260,201,629,1956,3.8639297485351562
2026-04-07T11:40:32.111,radio://0/80/2M,mission,0,0,Reacquire Wall,5043,0,0,0,0.0,0,0,0.0,0.0,6769,0,0,0.0,0.0,0.0,0.0,0.0,32766,2260,201,629,1956,3.8639297485351562
