Time,uri,source,outer,mission,mission_name,height_m,human,human_fresh,human_stable,human_hold_s,human_confidence_pct,human_direction,human_max_temp_c,human_thermistor_c,flow_timestamp_ms,delta_x,delta_y,shutter,vel_x_mps,vel_y_mps,cmd_x_mps,cmd_y_mps,front_mm,left_mm,right_mm,back_mm,up_mm,vbat_v
2026-04-07T10:14:22.584,radio://0/80/2M,mission,0,0,Reacquire Wall,0.005244509782642126,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,32766,32766,32766,32766,32766,0.0
2026-04-07T10:14:22.587,radio://0/80/2M,flow,0,0,Reacquire Wall,0.005244509782642126,0,0,0,0.0,0,0,0.0,0.0,6049,2,2,8191,0.003283647121861577,0.0030866714660078287,0.0,0.0,32766,32766,32766,32766,32766,0.0
2026-04-07T10:14:22.588,radio://0/80/2M,range,0,0,Reacquire Wall,0.005244509782642126,0,0,0,0.0,0,0,0.0,0.0,6049,2,2,8191,0.003283647121861577,0.0030866714660078287,0.0,0.0,202,32766,225,425,2931,4.059237480163574
2026-04-07T10:14:22.834,radio://0/80/2M,mission,0,0,Reacquire Wall,0.005826607812196016,0,0,0,0.0,0,0,0.0,0.0,6049,2,2,8191,0.003283647121861577,0.0030866714660078287,0.0,0.0,202,32766,225,425,2931,4.059237480163574
2026-04-07T10:14:22.836,radio://0/80/2M,flow,0,0,Reacquire Wall,0.005826607812196016,0,0,0,0.0,0,0,0.0,0.0,6299,0,0,8191,-0.0018114402191713452,0.0002269885881105438,0.0,0.0,202,32766,225,425,2931,4.059237480163574
2026-04-07T10:14:22.837,radio://0/80/2M,range,0,0,Reacquire Wall,0.005826607812196016,0,0,0,0.0,0,0,0.0,0.0,6299,0,0,8191,-0.0018114402191713452,0.0002269885881105438,0.0,0.0,200,32766,226,413,2928,4.059237480163574
2026-04-07T10:14:23.083,radio://0/80/2M,mission,0,0,Reacquire Wall,0.004401657730340958,0,0,0,0.0,0,0,0.0,0.0,6299,0,0,8191,-0.0018114402191713452,0.0002269885881105438,0.0,0.0,200,32766,226,413,2928,4.059237480163574
2026-04-07T10:14:23.085,radio://0/80/2M,flow,0,0,Reacquire Wall,0.004401657730340958,0,0,0,0.0,0,0,0.0,0.0,6549,0,0,8191,0.00340037839487195,0.00031575700268149376,0.0,0.0,200,32766,226,413,2928,4.059237480163574
2026-04-07T10:14:23.086,radio://0/80/2M,range,0,0,Reacquire Wall,0.004401657730340958,0,0,0,0.0,0,0,0.0,0.0,6549,0,0,8191,0.00340037839487195,0.00031575700268149376,0.0,0.0,202,32766,225,420,2932,4.059237480163574
2026-04-07T10:14:23.333,radio://0/80/2M,mission,0,0,Reacquire Wall,0.004388005007058382,0,0,0,0.0,0,0,0.0,0.0,6549,0,0,8191,0.00340037839487195,0.00031575700268149376,0.0,0.0,202,32766,225,420,2932,4.059237480163574
