Time,uri,source,outer,mission,mission_name,height_m,human,human_fresh,human_stable,human_hold_s,human_confidence_pct,human_direction,human_max_temp_c,human_thermistor_c,flow_timestamp_ms,delta_x,delta_y,shutter,vel_x_mps,vel_y_mps,cmd_x_mps,cmd_y_mps,front_mm,left_mm,right_mm,back_mm,up_mm,vbat_v
2026-04-07T09:58:31.534,radio://0/80/2M,mission,0,0,Reacquire Wall,8.215784328058362e-05,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,32766,32766,32766,32766,32766,0.0
2026-04-07T09:58:31.536,radio://0/80/2M,flow,0,0,Reacquire Wall,8.215784328058362e-05,0,0,0,0.0,0,0,0.0,0.0,20629,0,0,8191,-0.00016876561858225614,-0.00025265058502554893,0.0,0.0,32766,32766,32766,32766,32766,0.0
2026-04-07T09:58:31.538,radio://0/80/2M,range,0,0,Reacquire Wall,8.215784328058362e-05,0,0,0,0.0,0,0,0.0,0.0,20629,0,0,8191,-0.00016876561858225614,-0.00025265058502554893,0.0,0.0,234,665,542,238,2941,4.143694877624512
2026-04-07T09:58:31.784,radio://0/80/2M,mission,0,0,Reacquire Wall,0.00011633534450083971,0,0,0,0.0,0,0,0.0,0.0,20629,0,0,8191,-0.00016876561858225614,-0.00025265058502554893,0.0,0.0,234,665,542,238,2941,4.143694877624512
2026-04-07T09:58:31.787,radio://0/80/2M,flow,0,0,Reacquire Wall,0.00011633534450083971,0,0,0,0.0,0,0,0.0,0.0,20879,4,-2,8191,0.0012906088959425688,0.0019143912941217422,0.0,0.0,234,665,542,238,2941,4.143694877624512
2026-04-07T09:58:31.788,radio://0/80/2M,range,0,0,Reacquire Wall,0.00011633534450083971,0,0,0,0.0,0,0,0.0,0.0,20879,4,-2,8191,0.0012906088959425688,0.0019143912941217422,0.0,0.0,229,663,548,238,2934,4.14897346496582
2026-04-07T09:58:32.035,radio://0/80/2M,mission,0,0,Reacquire Wall,0.00010979386570397764,0,0,0,0.0,0,0,0.0,0.0,20879,4,-2,8191,0.0012906088959425688,0.0019143912941217422,0.0,0.0,229,663,548,238,2934,4.14897346496582
2026-04-07T09:58:32.036,radio://0/80/2M,flow,0,0,Reacquire Wall,0.00010979386570397764,0,0,0,0.0,0,0,0.0,0.0,21129,0,0,8191,0.00012849013728555292,-0.00035034745815210044,0.0,0.0,229,663,548,238,2934,4.14897346496582
2026-04-07T09:58:32.040,radio://0/80/2M,range,0,0,Reacquire Wall,0.00010979386570397764,0,0,0,0.0,0,0,0.0,0.0,21129,0,0,8191,0.00012849013728555292,-0.00035034745815210044,0.0,0.0,233,667,543,235,2932,4.143694877624512
2026-04-07T09:58:32.284,radio://0/80/2M,mission,0,0,Reacquire Wall,7.708351768087596e-05,0,0,0,0.0,0,0,0.0,0.0,21129,0,0,8191,0.00012849013728555292,-0.00035034745815210044,0.0,0.0,233,667,543,235,2932,4.143694877624512
2026-04-07T09:58:32.286,radio://0/80/2M,flow,0,0,Reacquire Wall,7.708351768087596e-05,0,0,0,0.0,0,0,0.0,0.0,21379,0,0,8191,-0.0008799133356660604,-0.0006278335931710899,0.0,0.0,233,667,543,235,2932,4.143694877624512
2026-04-07T09:58:32.287,radio://0/80/2M,range,0,0,Reacquire Wall,7.708351768087596e-05,0,0,0,0.0,0,0,0.0,0.0,21379,0,0,8191,-0.0008799133356660604,-0.0006278335931710899,0.0,0.0,232,666,547,235,2934,4.14897346496582
2026-04-07T09:58:32.535,radio://0/80/2M,mission,0,0,Reacquire Wall,9.246540139429271e-05,0,0,0,0.0,0,0,0.0,0.0,21379,0,0,8191,-0.0008799133356660604,-0.0006278335931710899,0.0,0.0,232,666,547,235,2934,4.14897346496582
2026-04-07T09:58:32.536,radio://0/80/2M,flow,0,0,Reacquire Wall,9.246540139429271e-05,0,0,0,0.0,0,0,0.0,0.0,21629,2,-1,8191,-0.0017641399754211307,-0.0018414538353681564,0.0,0.0,232,666,547,235,2934,4.14897346496582
2026-04-07T09:58:32.537,radio://0/80/2M,range,0,0,Reacquire Wall,9.246540139429271e-05,0,0,0,0.0,0,0,0.0,0.0,21629,2,-1,8191,-0.0017641399754211307,-0.0018414538353681564,0.0,0.0,230,665,541,235,2931,4.143694877624512
2026-04-07T09:58:32.785,radio://0/80/2M,mission,0,0,Reacquire Wall,-7.723222552158404e-06,0,0,0,0.0,0,0,0.0,0.0,21629,2,-1,8191,-0.0017641399754211307,-0.0018414538353681564,0.0,0.0,230,665,541,235,2931,4.143694877624512
2026-04-07T09:58:32.786,radio://0/80/2M,flow,0,0,Reacquire Wall,-7.723222552158404e-06,0,0,0,0.0,0,0,0.0,0.0,21879,4,0,8191,0.0011131026549264789,0.0015349462628364563,0.0,0.0,230,665,541,235,2931,4.143694877624512
2026-04-07T09:58:32.788,radio://0/80/2M,range,0,0,Reacquire Wall,-7.723222552158404e-06,0,0,0,0.0,0,0,0.0,0.0,21879,4,0,8191,0.0011131026549264789,0.0015349462628364563,0.0,0.0,230,662,551,237,2941,4.14897346496582
