Time,uri,source,outer,mission,mission_name,shutter,human,human_fresh,human_stable,human_hold_s,human_confidence_pct,human_direction,human_max_temp_c,human_thermistor_c,flow_timestamp_ms,delta_x,delta_y,height_m,vel_x_mps,vel_y_mps,cmd_x_mps,cmd_y_mps,front_mm,left_mm,right_mm,back_mm,up_mm,vbat_v
2026-04-07T11:46:04.273,radio://0/80/2M,mission,0,0,Reacquire Wall,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.8987292051315308,0.0,0.0,0.0,0.0,32766,32766,32766,32766,32766,0.0
2026-04-07T11:46:04.275,radio://0/80/2M,flow,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,27885,0,0,0.8987292051315308,0.354574978351593,-1.2328962087631226,0.0,0.0,32766,32766,32766,32766,32766,0.0
2026-04-07T11:46:04.276,radio://0/80/2M,range,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,27885,0,0,0.8987292051315308,0.354574978351593,-1.2328962087631226,0.0,0.0,32766,0,0,0,0,4.1595306396484375
2026-04-07T11:46:04.523,radio://0/80/2M,mission,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,27885,0,0,0.9019627571105957,0.354574978351593,-1.2328962087631226,0.0,0.0,32766,0,0,0,0,4.1595306396484375
2026-04-07T11:46:04.525,radio://0/80/2M,flow,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,28135,0,0,0.9019627571105957,0.368349552154541,-1.2760907411575317,0.0,0.0,32766,0,0,0,0,4.1595306396484375
2026-04-07T11:46:04.526,radio://0/80/2M,range,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,28135,0,0,0.9019627571105957,0.368349552154541,-1.2760907411575317,0.0,0.0,32766,0,0,0,0,4.1595306396484375
2026-04-07T11:46:04.773,radio://0/80/2M,mission,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,28135,0,0,0.905066728591919,0.368349552154541,-1.2760907411575317,0.0,0.0,32766,0,0,0,0,4.1595306396484375
2026-04-07T11:46:04.775,radio://0/80/2M,flow,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,28385,0,0,0.905066728591919,0.3826294243335724,-1.3186876773834229,0.0,0.0,32766,0,0,0,0,4.1595306396484375
2026-04-07T11:46:04.776,radio://0/80/2M,range,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,28385,0,0,0.905066728591919,0.3826294243335724,-1.3186876773834229,0.0,0.0,32766,0,0,0,0,4.1595306396484375
2026-04-07T11:46:05.022,radio://0/80/2M,mission,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,28385,0,0,0.9077981114387512,0.3826294243335724,-1.3186876773834229,0.0,0.0,32766,0,0,0,0,4.1595306396484375
2026-04-07T11:46:05.024,radio://0/80/2M,flow,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,28635,0,0,0.9077981114387512,0.3971222937107086,-1.3631014823913574,0.0,0.0,32766,0,0,0,0,4.1595306396484375
2026-04-07T11:46:05.026,radio://0/80/2M,range,0,0,Reacquire Wall,8191,0,0,0,0.0,0,0,0.0,0.0,28635,0,0,0.9077981114387512,0.3971222937107086,-1.3631014823913574,0.0,0.0,32766,0,0,0,0,4.1595306396484375
